TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special
"#M13,#GASTRO_CM",4,,M13_SPONDYLOLISTHESIS,Spondylolisthesis/Spondylolysis,,,,,,,M43[0-1],7384,$!$,,,,,M43[0-1],7384,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPINEFUSION,Other fusion of spine,,,,,,,M432,$!$,$!$,,,,,M432,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ATLOAXSUBLUX,Atlantoaxial subluxation,,,,,,,M43[3-4],$!$,$!$,,,,,M43[3-4],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_VERTEBSUBLUX,Oher recurrent vertebral subluxation,,,,,,,M435,$!$,$!$,,,,,M435,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TORTICOLLIS,Torticollis,,,,,,,M436,7235,7172,,,,,M436,7235,7172,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DEFORMDORSONAS,Other specified/unsepecified deforming dorsopathies,,,,,,,M43[8-9],732[8-9]|737[8-9],735,,,,,M43[8-9],732[8-9]|737[8-9],735,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_SPONDYLOPATHY,Spondylopathies,,M13_ANKYLOSPON|M13_SPINENTHES|M13_SACROILIITIS|M13_OSTEOMYELVERTEB|M13_DISCINFECTION|M13_DISCITIS|M13_SPONDYLOINFECTION|M13_SPONDYLINFLAMNAS|M13_SPONDYLOSIS|M13_SPINSTENOSIS|M13_FORESTIER|M13_KISSING|M13_SPONDYLOTRAUM|M13_FATIGFRACT|M13_VERTEBCOLLAPSE|M13_SPONDYLOPATHYNAS|M13_SPONDYLOPATHINOTH,,,,,M4[5-9],,,,,,,M4[5-9],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ANKYLOSPON,Ankylosing spondylitis,,,,,,,M45,7200,7124,,,,,M45,7200,7124,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPINENTHES,Spinal enthesopathy,,,,,,,M460,7201,7131,,,,,M460,7201,7131,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_SACROILIITIS,"Sacroiliitis, not elsewhere classified",,,,,,,M461,7202,72699,,,,,M461,7202,72699,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_OSTEOMYELVERTEB,Osteomyelitis of vertebra,,,,,,,M462,$!$,$!$,,,,,M462,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DISCINFECTION,Infection of intervertebral disc (pyogenic),,,,,,,M463,$!$,$!$,,,,,M463,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DISCITIS,"Discitis, unspecified",,,,,,,M464,$!$,$!$,,,,,M464,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPONDYLOINFECTION,Other infective spondylopathies,,,,,,,M465,$!$,$!$,,,,,M465,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_SPONDYLINFLAMNAS,Other specified/unspecified inflammatory spondylopathies,,,,,,,M46[8-9],720[8-9],$!$,,,,,M46[8-9],720[8-9],$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPONDYLOSIS,Spondylosis,,,,,,,M47,721[0-4],$!$,,,,,M47,721[0-4],$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPINSTENOSIS,Spinal stenosis,,,,,,,M480,7230A|7240,$!$,,,,,M480,7230A|7240,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_FORESTIER,Ankylosing hyperostosis [Forestier],,,,,,,M481,7216,$!$,,,,,M481,7216,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_KISSING,Kissing spine,,,,,,,M482,7215,$!$,,,,,M482,7215,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPONDYLOTRAUM,Traumatic spondylopathy,,,,,,,M483,$!$,7132,,,,,M483,$!$,7132,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_FATIGFRACT,Fatigue fracture of vertebra,,,,,,,M484,$!$,$!$,,,,,M484,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_VERTEBCOLLAPSE,"Collapsed vertebra, not elsewhere classified",,,,,,,M485,$!$,$!$,,,,,M485,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPONDYLOPATHYNAS,Other specified/unspecified spondylopathies,,,,,,,M48[8-9],$!$,$!$,,,,,M48[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPONDYLOPATHINOTH,Spondylopathies in diseases classified elsewhere,,,,,,,M49,$!$,$!$,,,,,M49,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CERVICDISC,Cervical disc disorders,,,,,,,M50,7220|7224|7227|7228A,7250,,,,,M50,7220|7224|7227|7228A,7250,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_INTERVERTEB,Other intervertebral disc disorders,,,,,,,M51,722,725,,7220|7224|7227|7228A,7250,,M51,722,725,,7220|7224|7227|7228A,7250,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_DORSOPATHYOTH,"Other dorsopathies, not elsewhere classified",,M13_CERVICOCRANSDR|M13_CERVICOBRACHSDR|M13_SPININSTAB|M13_SACROCOGG|M13_DORSOPATHYNAS,,,,,M5[0-4],,,,,,,M5[0-4],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CERVICOCRANSDR,Cervicocranial syndrome,,,,,,,M530,7232,7281,,,,,M530,7232,7281,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CERVICOBRACHSDR,Cervicobrachial syndrome,,,,,,,M531,7233,7282,,,,,M531,7233,7282,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPININSTAB,Spinal instabilities,,,,,,,M532,$!$,$!$,,,,,M532,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SACROCOGG,"Sacrococcygeal disorders, not elsewhere classified",,,,,,,M533,7246,$!$,,,,,M533,7246,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DORSOPATHYNAS,Other specified/unspecified dorsopathies,,,,,,,M53[8-9],724[8-9],$!$,,,,,M53[8-9],724[8-9],$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_DORSALGIA,Dorsalgia,,M13_PANNICULITIS|M13_RADICULOPATHY|M13_CERVICALGIA|M13_SCIATICA|M13_LOWBACKPAIN|M13_THORACISPINEPAIN|M13_DORSALGIANAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PANNICULITIS,Panniculitis affecting regions of neck and back,,,,,,,M540,$!$,$!$,,,,,M540,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_RADICULOPATHY,Radiculopathy,,,,,,,M541,7234|7244,7283|7288,,,,,M541,7234|7244,7283|7288,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CERVICALGIA,Cervicalgia,,,,,,,M542,7231,7289,,,,,M542,7231,7289,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SCIATICA,Siatica+with lumbago,,,,,,,M54[3-4],7243,7170,,,,,M54[3-4],7243,7170,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_LOWBACKPAIN,Low back pain,,,,,,,M545,7242,72870,,,,,M545,7242,72870,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_THORACISPINEPAIN,Pain in thoracic spine,,,,,,,M546,7241,7285,,,,,M546,7241,7285,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DORSALGIANAS,Other/unspecified dorsalgia,,,,,,,M54[8-9],7245,7289,,,,,M54[8-9],7245,7289,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",2,,M13_SOFTTISSUE,Soft tissue disorders,,M13_MUSCLE|M13_SYNOTEND|M13_SOFTOVERUSE|M13_BURSOPATHY|M13_FIBROBLASTIC|M13_SOFTTISSUEINOTH|M13_SHOULDER|M13_ENTESOPATHYOTH|M13_SOFTTISSUEOTH,,,,,M[6-7],,,,,,,M[6-7],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_MUSCLE,Disorders of muscles,,M13_MYOSITIS|M13_MYOSITISOSSIF|M13_CALCIOSSIMUSCLE|M13_DIASTASIS|M13_RUPTUREMUSC|M13_INFARCMUSC|M13_IMMOBIMUSC|M13_MUSCONTRAC|M13_MUSCLEATROPH|M13_MUSCLESTRAIN|M13_MUSCLEDISNAS|M13_MUSCLEINOTH,,,,,M6[0-3],,,,,,,M6[0-3],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MYOSITIS,Myositis,,,,,,,M60,7280,732,,,,,M60,7280,732,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MYOSITISOSSIF,Myositis ossificans,,,,,,,M61[0-1],7281A,$!$,,,,,M61[0-1],7281A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CALCIOSSIMUSCLE,Calcification and ossification of muscle,,,,,,,M61,7281B|7281X,$!$,M61[0-1],,,,M61,7281B|7281X,$!$,M61[0-1],,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DIASTASIS,Diastasis of muscle,,,,,,,M620,$!$,$!$,,,,,M620,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_RUPTUREMUSC,Other rupture of muscle,,,,,,,M621,$!$,$!$,,,,,M621,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_INFARCMUSC,Ischaemic infarction of muscle,,,,,,,M622,$!$,$!$,,,,,M622,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_IMMOBIMUSC,Immobility syndrome (paraplegic),,,,,,,M623,$!$,$!$,,,,,M623,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MUSCONTRAC,Contracture of muscle,,,,,,,M624,$!$,$!$,,,,,M624,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MUSCLEATROPH,"Muscle wasting and atrophy, not elsewhere classified",,,,,,,M625,7282A,7331,,,,,M625,7282A,7331,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MUSCLESTRAIN,Muscle strain,,,,,,,M626,$!$,$!$,,,,,M626,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MUSCLEDISNAS,Other specified disorders of muscle,,,,,,,M62[8-9],728[8-9],733,,,733|777[0-1]|73390,,M62[8-9],728[8-9],733,,,733|777[0-1]|73390,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MUSCLEINOTH,Dsorders of muscle in diseases classified elsewhere,,,,,,,M63,$!$,$!$,,,,,M63,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_SYNOTEND,Disorders of synovium and tendon,,M13_ABSCTENDON|M13_INFTENOSYNOVITIS|M13_CALCTENDINITIS|M13_TRIGGERFINGER|M13_DEQUERVAIN|M13_TENDOSYNOVITISNAS|M13_SPONTRUPTSYNOTEND|M13_SHORTACHILLES|M13_TENDONCONTRACT|M13_SYNOHYPERTROPH|M13_TRANSSYNOVITIS|M13_GANGLION|M13_DISSYNOTENDNAS|M13_SYNOTENDINOTH,,,,,M6[5-8],,,,,,,M6[5-8],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ABSCTENDON,Abscess of tendon sheath,,,,,,,M650,$!$,$!$,,,,,M650,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_INFTENOSYNOVITIS,Other infective (teno)synovitis,,,,,,,M651,$!$,$!$,,,,,M651,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CALCTENDINITIS,Calcific tendinitis,,,,,,,M652,$!$,$!$,,,,,M652,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TRIGGERFINGER,Trigger finger,,,,,,,M653,$!$,$!$,,,,,M653,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DEQUERVAIN,Radial styloid tenosynovitis [de Quervain],,,,,,,M654,7270A,$!$,,,,,M654,7270A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TENDOSYNOVITISNAS,Other/unspecified synovitis and tenosynovitis,,,,,,,M65[8-9],7270[8-9],7310[0-3],,,,,M65[8-9],7270[8-9],7310[0-3],,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPONTRUPTSYNOTEND,Spontaneous rupture of synovium and tendon,,,,,,,M66,7276,$!$,,,,,M66,7276,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SHORTACHILLES,Short Achilles tendon (acquired),,,,,,,M670,$!$,$!$,,,,,M670,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TENDONCONTRACT,Oher contracture of tendon (sheath),,,,,,,M671,$!$,$!$,,,,,M671,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SYNOHYPERTROPH,"Synovial hypertrophy, not elsewhere classified",,,,,,,M672,$!$,$!$,,,,,M672,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TRANSSYNOVITIS,Transient synovitis,,,,,,,M673,$!$,$!$,,,,,M673,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_GANGLION,Ganglion,,,,,,,M674,7274,$!$,,,,,M674,7274,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DISSYNOTENDNAS,Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies,,,,,,,M67[8-9],727[8-9],$!$,,,,,M67[8-9],727[8-9],$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SYNOTENDINOTH,Disorders of synovium and tendon in diseases classified elsewhere,,,,,,,M68|M71[8-9],$!$,$!$,,,,,M68|M71[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_SOFTOVERUSE,"Soft tissue disorders related to use, overuse and pressure",,M13_CHRONSYNOVITISHANDWRIST|M13_OLECRANONBURSITIS|M13_BURSELBOWOTH|M13_PREPATELLARBURSITIS|M13_BURSITISKNEEOTH|M13_TROCHANTERICBURSITIS|M13_BURSITISHIPOTH|M13_OVERUSENAS,,,,,M70,,,,,,,M70,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CHRONSYNOVITISHANDWRIST,Chronic crepitant synovitis/bursitis of hand and wrist/periarhritis of wrist,,,,,,,M70[0-1]|M772,7264A,$!$,,,,,M70[0-1]|M772,7264A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_OLECRANONBURSITIS,Olecranon bursitis,,,,,,,M702,7263C,$!$,,,,,M702,7263C,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_BURSELBOWOTH,Other bursitis of elbow,,,,,,,M703,7263X,$!$,,,,,M703,7263X,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PREPATELLARBURSITIS,Prepatellar bursitis,,,,,,,M704,7266E,$!$,,,,,M704,7266E,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_BURSITISKNEEOTH,Other bursitis of knee,,,,,,,M705,7266B|7266C|7266X,$!$,,,,,M705,7266B|7266C|7266X,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TROCHANTERICBURSITIS,Trochanteric bursitis,,,,,,,M706,7265A,$!$,,,,,M706,7265A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_BURSITISHIPOTH,Other bursitis of hip,,,,,,,M707,7265X,$!$,,,,,M707,7265X,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_OVERUSENAS,"Other/unspecified soft tissue disorders related to use, overuse and pressure",,,,,,,M70[8-9],7266A,$!$,,,,,M70[8-9],7266A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_BURSOPATHY,Other bursopathies,,M13_INFBURSA|M13_BAKERCYST|M13_BURSCYSTOTH|M13_CALCBURS|M13_BURSITISOTH,,,,,M71,,,,,,,M71,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_INFBURSA,Infective bursitis,,,,,,,M71[0-1],$!$,$!$,,,,,M71[0-1],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_BAKERCYST,Synovial cyst of popliteal space [Baker],,,,,,,M712,7275A,$!$,,,,,M712,7275A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_BURSCYSTOTH,Other bursal cyst,,,,,,,M713,7275X,$!$,,,,,M713,7275X,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CALCBURS,Calcium deposit in bursa,,,,,,,M714,$!$,$!$,,,,,M714,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_BURSITISOTH,"Other bursitis, not elsewhere classified",,,,,,,M715,7273,$!$,,,,,M715,7273,7310[5-9],,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_FIBROBLASTIC,Fibroblastic disorders,,M13_DUPUTRYEN|M13_KNUCKLEPADS|M13_PLANTARFASC|M13_PSEUDOSARCFIBROMATOSIS|M13_NECROFASC|M13_FIBROBLASTNAS,,,,,M72,,,,,,,M72,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_DUPUTRYEN,Palmar fascial fibromatosis [Dupuytren],,,,,,,M720,7286,7339,,,,,M720,7286,7339,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_KNUCKLEPADS,Knuckle pads,,,,,,,M721,$!$,$!$,,,,,M721,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PLANTARFASC,Plantar fascial fibromatosis,,,,,,,M722,7287A,$!$,,,,,M722,7287A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PSEUDOSARCFIBROMATOSIS,Pseudosarcomatous fibromatosis,,,,,,,M724,$!$,$!$,,,,,M724,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_NECROFASC,Necrotizing fasciitis,,,,,,,M726,$!$,$!$,,,,,M726,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_FIBROBLASTNAS,Other fibroblastic disorders,,,,,,,M72[8-9],7287X,$!$,,,,,M72[8-9],7287X,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SOFTTISSUEINOTH,Soft tissue disorders in diseases classified elsewhere,,,,,,,M73,$!$,$!$,,,,,M73,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_SHOULDER,Shoulder lesions,,M13_ADHCAPSULITIS|M13_ROTATORCUFF|M13_BICIPITALTEND|M13_CALCIFICTEND|M13_IMPINGEMENT|M13_SHOULDERBURSITIS|M13_SHOULDERNAS,,,,,M75,,,,,,,M75,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ADHCAPSULITIS,Adhesive capsulitis of shoulder,,,,,,,M750,7260,$!$,,,,,M750,7260,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ROTATORCUFF,Rotator cuff syndrome,,,,,,,M751,7261X,$!$,,,,,M751,7261X,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_BICIPITALTEND,Bicipital tendinitis,,,,,,,M752,7261C,$!$,,,,,M752,7261C,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CALCIFICTEND,Calcific tendinitis of shoulder,,,,,,,M753,7261A,$!$,,,,,M753,7261A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_IMPINGEMENT,Impingement syndrome of shoulder,,,,,,,M754,$!$,$!$,,,,,M754,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SHOULDERBURSITIS,Bursitis of shoulder,,,,,,,M755,7261B,$!$,,,,,M755,7261B,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SHOULDERNAS,Other shoulder lesions,,,,,,,M75[8-9],$!$,$!$,,,,,M75[8-9],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_ENTESOPATHYLOW,"Enthesopathies of lower limb, excluding foot",,M13_GLUTEALTEND|M13_PSOASTEND|M13_ILIACCRESTSPUR|M13_ILIOTIBBAND|M13_TIBIALCOLLATERAL|M13_PATELLARTEND|M13_ACHILLESTEND|M13_PERONEALTEND|M13_ENTESOPATHYLOWNAS,,,,,M76,,,,,,,M76,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_GLUTEALTEND,Gluteal tendinitis,,,,,,,M760,$!$,$!$,,,,,M760,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PSOASTEND,Psoas tendinitis,,,,,,,M761,$!$,$!$,,,,,M761,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ILIACCRESTSPUR,Iliac crest spur,,,,,,,M762,$!$,$!$,,,,,M762,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ILIOTIBBAND,Iliotibial band syndrome,,,,,,,M763,7265B|7266G,$!$,,,,,M763,7265B|7266G,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TIBIALCOLLATERAL,Tibial collateral bursitis [Pellegrini-Stieda],,,,,,,M764,7266B|7266C,$!$,,,,,M764,7266B|7266C,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PATELLARTEND,Patellar tendinitis,,,,,,,M765,7266D,$!$,,,,,M765,7266D,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ACHILLESTEND,Achilles tendinitis,,,,,,,M766,7267A,$!$,,,,,M766,7267A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PERONEALTEND,Peroneal tendinitis,,,,,,,M767,$!$,$!$,,,,,M767,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ENTESOPATHYLOWNAS,"Other/unspecified enthesopathies of lower limb, excluding foot",,,,,,,M76[8-9],7267B|7266F|7266X|7267X,,,,,,M76[8-9],7267B|7266F|7266X|7267X,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_ENTESOPATHYOTH,Other enthesopathies,,M13_MEDIALEPICOND|M13_LATERALEPICOND|M13_CALCANSPUR|M13_METATARSALGIA|M13_ENTESOPATHYFOOT|M13_ENTESOPATHYNAS,,,,,M77,,,,,,,M77,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MEDIALEPICOND,Medial epicondylitis,,,,,,,M770,7263B,$!$,,,,,M770,7263B,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_LATERALEPICOND,Lateral epicondylitis,,,,,,,M771,7263A,$!$,,,,,M771,7263A,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CALCANSPUR,Calcaneal spur,,,,,,,M773,7267C,$!$,,,,,M773,7267C,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_METATARSALGIA,Metatarsalgia,,,,,,,M774,$!$,$!$,,,,,M774,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ENTESOPATHYFOOT,Oher enthesopathy of foot (+metatarsalgia),,,,,,,M77[4-5],$!$,$!$,,,,,M77[4-5],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ENTESOPATHYNAS,"Other/unspecified enthesopathies, not elsewhere classified",,,,,,,M77[8-9],726[8-9],7310[5-9],,,,,M77[8-9],726[8-9],7310[5-9],,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_SOFTTISSUEOTH,"Other soft tissue disorders, not elsewhere classified",,M13_RHEUMATISM|M13_MYALGIA|M13_NEURALGIA|M13_PANNICULITISNAS|M13_FATPADHYPERTROPHY|M13_FOREIGNBODY|M13_LIMBPAIN|M13_FIBROMYALGIA|M13_SOFTTISSUENAS,,,,,M79,,,,,,,M79,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_RHEUMATISM,"Rheumatism, unspecified",,,,,,,M790,7290,71899,,,,,M790,7290,71899,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MYALGIA,Myalgia,,,,,,,M791,7291,$!$,,,,,M791,7291,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_NEURALGIA,"Neuralgia and neuritis, unspecified",,,,,,,M792,7292,71491,,,,,M792,7292,71491,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PANNICULITISNAS,"Panniculitis, unspecified",,,,,,,M793,7293X,$!$,,,,,M793,7293X,$!$,,,,,,,,,,,,,,,,,,,
