AB1_AMOEBIASIS	Amoebiasis
RHEUMA_ARHTROPAT_REACTIVE	"Reactive arthropathies, FINNGEN"
RHEUMA_CHRYSTAL	"Chrystal arthropathies, rheuma endpoint"
RHEUMA_COMORB	Rheumatological diseases related comorbidities
RHEUMA_ENDPOINTS	Finngen Rheumatological endpoints
RHEUMA_NOS	Other/unspecified rheumatoid arthritis
RHEUMA_OTHER_WIDE	"Other (seronegative) rheumatoid arthritis, wide"
RHEUMA_SERONEG	Seronegative rheumatoid arthritis
RHEUMA_SEROPOS	Seropositive rheumatoid arthritis
RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis
RHEUMA_SEROPOS_OTH_ICD10	Other/unspecified seropositiverheumatoid arthritis (ICD-10)
RHEUMA_SEROPOS_STRICT	"Seropositive rheumatoid arthritis, strict definition"
RHEUMA_SEROPOS_WIDE	"Seropositive rheumatoid arthritis, wide"
RHEU_ARTHRITIS_OTH	Other arthritis (FG)
RHINITIS_VASOMOTOR	Vasomotor rhinitis (mode)
RX_ANTIHYP	Antihypertensive medication - note that there are other indications
RX_CODEINE_TRAMADOL	Codeine or tramadol medication
RX_CROHN_1STLINE	First line medication for Crohns disease
RX_CROHN_2NDLINE	Second line medication for Crohns disease
RX_GLUCOSAMINE	Glucosamine medication
RX_INFERTILITY	Medical treatment for female infertility
RX_PARACETAMOL_NSAID	Paracetamol of NSAID medication
RX_RHEUMA_BIOLOGICAL	Biological medication for rheuma
RX_STATIN	Statin medication
SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis
SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis
SEPTICHE_PNEUMONIA	Pneumonia derived septichemia
SFN	Small fibre neuropathy
SLEEP	Sleep disorders (combined)
SLE_COMORB	SLE-related co-morbidities
SLE_FG	SLE (Finngen)
SLE_ICD10	"SLE, ICD10"
SLE_NOS	"Systemic lupus erythematosus, unspecified"
SLE_OTH	Other forms of systemic lupus erythematosus
SLE_STRICT	"SLE, strict definition"
SMOKING	Smoking
SMOKING_DEPEND	Smoking dependancy
SPONDYLOARTHRITIS	Spondyloarthritis
SPONDYLOPATHY_FG	Spondylopathies (FG)
SPONDYLOPATH_COMORB	Spondylopathy related co-morbidities
ST19_ADVER_EFFEC_NOT_ELSEW_CLASSIFIED	"Adverse effects, not elsewhere classified"
ST19_ALIQU_COMPLICATI_PRAECO_TRAUMAT	!Aliquae complicationes praecoces traumatis
ST19_BURNS_CLASSIFIED_ACCOR_EXTENT_BODY_SURFA_INVOLVED	Burns classified according to extent of body surface involved
ST19_BURNS_CORROSIO	Burns and corrosions
ST19_BURNS_CORROSIO_CONFIN_EYE_INTERNAL_ORGANS	Burns and corrosions confined to eye and internal organs
ST19_BURNS_CORROSIO_EXTER_BODY_SURFA_SPECIFE_SITE	"Burns and corrosions of external body surface, specified by site"
ST19_BURNS_CORROSIO_MULTIPLE_BODY_REGIONS	Burns and corrosions of multiple body regions
ST19_BURNS_CORROSIO_MULTIPLE_UNSPE_BODY_REGIONS	Burns and corrosions of multiple and unspecified body regions
ST19_BURN_CORROSION_ANKLE_FOOT	Burn and corrosion of ankle and foot
ST19_BURN_CORROSION_CONFIN_EYE_ADNEXA	Burn and corrosion confined to eye and adnexa
ST19_BURN_CORROSION_HEAD_NECK	Burn and corrosion of head and neck
ST19_BURN_CORROSION_HIP_LOWER_LIMB_ANKLE_FOOT	"Burn and corrosion of hip and lower limb, except ankle and foot"
ST19_BURN_CORROSION_SHOUL_UPPER_LIMB_WRIST_HAND	"Burn and corrosion of shoulder and upper limb, except wrist and hand"
ST19_BURN_CORROSION_TRUNK	Burn and corrosion of trunk
ST19_BURN_CORROSION_WRIST_HAND	Burn and corrosion of wrist and hand
ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of cardiac and vascular prosthetic devices, implants and grafts"
ST19_COMPLICATIO_FOLLOWI_INFUS_TRANSFU_THERAPE_INJEC	"Complications following infusion, transfusion and therapeutic injection"
ST19_COMPLICATIO_GENITO_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of genitourinary prosthetic devices, implants and grafts"
ST19_COMPLICATIO_INTERNAL_ORTHOPA_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of internal orthopaedic prosthetic devices, implants and grafts"
ST19_COMPLICATIO_OTHER_INTERNAL_PROSTHET_DEVICES_IMPLANTS_GRAFTS	"Complications of other internal prosthetic devices, implants and grafts"
ST19_COMPLICATIO_PECUL_REATTACHM_AMPUT	Complications peculiar to reattachment and amputation
ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED	"Complications of procedures, not elsewhere classified"
ST19_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	"Complications of surgical and medical care, not elsewhere classified"
ST19_CONCUSSION	Concussion
ST19_CONTU_ANKLE	Contusion of ankle
ST19_CONTU_OTHER_UNSPE_PARTS_FOOT	Contusion of other and unspecified parts of foot
ST19_CONTU_TOES_WO_DAMAGE_NAIL	Contusion of toe(s) without damage to nail
ST19_CONTU_TOES_W_DAMAGE_NAIL	Contusion of toe(s) with damage to nail
ST19_CRUSHI_INJURY_WRIST_HAND	Crushing injury of wrist and hand
ST19_DIFFU_BRAIN_INJURY	Diffuse brain injury
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL	"Dislocation, sprain and strain of joints and ligaments at ankle and foot level"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ELBOW	"Dislocation, sprain and strain of joints and ligaments of elbow"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_HEAD	"Dislocation, sprain and strain of joints and ligaments of head"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE	"Dislocation, sprain and strain of joints and ligaments of knee"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_LUMBAR_SPINE_PELVIS	"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_NECK_LEVEL	"Dislocation, sprain and strain of joints and ligaments at neck level"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_SHOUL_GIRDLE	"Dislocation, sprain and strain of joints and ligaments of shoulder girdle"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_THORAX	"Dislocation, sprain and strain of joints and ligaments of thorax"
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_WRIST_HAND_LEVEL	"Dislocation, sprain and strain of joints and ligaments at wrist and hand level"
ST19_DISLO_SPRAIN_STRAIN_JOINT_LIGAM_HIP	"Dislocation, sprain and strain of joint and ligaments of hip"
ST19_EARLY_COMPLICATIO_TRAUMA	Early complications of trauma
ST19_EFFEC_FOREI_BODY_ENTERING_NATURAL_ORIFI	Effects of foreign body entering through natural orifice
ST19_EFFEC_HEAT_LIGHT	Effects of heat and light
ST19_EFFEC_OTHER_EXTER_CAUSES	Effects of other external causes
ST19_EPIDU_HAEMORRHAGE	Epidural haemorrhage
ST19_FAILU_REJEC_TRANSPLANTED_ORGANS_TISSU	Failure and rejection of transplanted organs and tissues
ST19_FOCAL_BRAIN_INJURY	Focal brain injury
ST19_FOREI_BODY_ALIME_TRACT	Foreign body in alimentary tract
ST19_FOREI_BODY_EAR	Foreign body in ear
ST19_FOREI_BODY_EXTER_EYE	Foreign body on external eye
ST19_FOREI_BODY_GENITO_TRACT	Foreign body in genitourinary tract
ST19_FOREI_BODY_RESPI_TRACT	Foreign body in respiratory tract
ST19_FRACT_FEMUR	Fracture of femur
ST19_FRACT_FOOT_ANKLE	"Fracture of foot, except ankle"
ST19_FRACT_FOREA	Fracture of forearm
ST19_FRACT_LOWER_LEG_INCLU_ANKLE	"Fracture of lower leg, including ankle"
ST19_FRACT_LUMBAR_SPINE_PELVIS	Fracture of lumbar spine and pelvis
ST19_FRACT_NECK	Fracture of neck
ST19_FRACT_RIBS_STERNUM_THORACIC_SPINE	"Fracture of rib(s), sternum and thoracic spine"
ST19_FRACT_SHOUL_UPPER_ARM	Fracture of shoulder and upper arm
ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones
ST19_FRACT_WRIST_HAND_LEVEL	Fracture at wrist and hand level
ST19_FROSTBITE	Frostbite
ST19_HYPOTHERMIA	Hypothermia
ST19_ICTRAUOTHUNS	Other and unspecified intracranial injuries
ST19_INJURI_ABDOMEN_LOWER_BACK_LUMBAR_SPINE_PELVIS	"Injuries to the abdomen, lower back, lumbar spine and pelvis"
ST19_INJURI_ANKLE_FOOT	Injuries to the ankle and foot
ST19_INJURI_ELBOW_FOREA	Injuries to the elbow and forearm
ST19_INJURI_HEAD	Injuries to the head
ST19_INJURI_HIP_THIGH	Injuries to the hip and thigh
ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Injuries involving multiple body regions
ST19_INJURI_KNEE_LOWER_LEG	Injuries to the knee and lower leg
ST19_INJURI_NECK	Injuries to the neck
ST19_INJURI_SHOUL_UPPER_ARM	Injuries to the shoulder and upper arm
ST19_INJURI_THORAX	Injuries to the thorax
ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	"Injuries to unspecified part of trunk, limb or body region"
ST19_INJURI_WRIST_HAND	Injuries to the wrist and hand
ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL	Injury of blood vessels at wrist and hand level
ST19_INJURY_CRANIAL_NERVES	Injury of cranial nerves
ST19_INJURY_EYE_ORBIT	Injury of eye and orbit
ST19_INJURY_INTRA_AB_ORGANS	Injury of intra-abdominal organs
ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL	Injury of muscle and tendon at ankle and foot level
ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL	Injury of muscle and tendon at forearm level
ST19_INJURY_MUSCLE_TENDON_HIP_THIGH_LEVEL	Injury of muscle and tendon at hip and thigh level
ST19_INJURY_MUSCLE_TENDON_LOWER_LEG_LEVEL	Injury of muscle and tendon at lower leg level
ST19_INJURY_MUSCLE_TENDON_SHOUL_UPPER_ARM_LEVEL	Injury of muscle and tendon at shoulder and upper arm level
ST19_INJURY_MUSCLE_TENDON_WRIST_HAND_LEVEL	Injury of muscle and tendon at wrist and hand level
ST19_INJURY_NERVES_ANKLE_FOOT_LEVEL	Injury of nerves at ankle and foot level
ST19_INJURY_NERVES_FOREA_LEVEL	Injury of nerves at forearm level
ST19_INJURY_NERVES_LOWER_LEG_LEVEL	Injury of nerves at lower leg level
ST19_INJURY_NERVES_SHOUL_UPPER_ARM_LEVEL	Injury of nerves at shoulder and upper arm level
ST19_INJURY_NERVES_SPINAL_CORD_NECK_LEVEL	Injury of nerves and spinal cord at neck level
ST19_INJURY_NERVES_WRIST_HAND_LEVEL	Injury of nerves at wrist and hand level
ST19_INJURY_OTHER_UNSPE_INTRAT_ORGANS	Injury of other and unspecified intrathoracic organs
ST19_INJURY_UNSPE_BODY_REGION	Injury of unspecified body region
ST19_INJURY_URINARY_PELVIC_ORGANS	Injury of urinary and pelvic organs
ST19_INTRACRATRAUMA	Intracranial trauma
ST19_INTRACR_INJURY	Intracranial injury
ST19_MALTR_SYNDR	Maltreatment syndromes
ST19_OPEN_WOUND_ABDOMEN_LOWER_BACK_PELVIS	"Open wound of abdomen, lower back and pelvis"
ST19_OPEN_WOUND_ANKLE_FOOT	Open wound of ankle and foot
ST19_OPEN_WOUND_FOREA	Open wound of forearm
ST19_OPEN_WOUND_HEAD	Open wound of head
ST19_OPEN_WOUND_HIP_THIGH	Open wound of hip and thigh
ST19_OPEN_WOUND_LOWER_LEG	Open wound of lower leg
ST19_OPEN_WOUND_NECK	Open wound of neck
ST19_OPEN_WOUND_SHOUL_UPPER_ARM	Open wound of shoulder and upper arm
ST19_OPEN_WOUND_THORAX	Open wound of thorax
ST19_OPEN_WOUND_WRIST_HAND	Open wound of wrist and hand
ST19_OTHER_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	"Other complications of surgical and medical care, not elsewhere classified"
ST19_OTHER_INJURI_UPPER_LIMB_LEVEL_UNSPE	"Other injuries of upper limb, level unspecified"
ST19_OTHER_SPECIFE_INJURI_HIP_THIGH1	Other and specified injuries of hip and thigh
ST19_OTHER_UNSPE_EFFEC_EXTER_CAUSES	Other and unspecified effects of external causes
ST19_OTHER_UNSPE_INJURI_ABDOMEN_LOWER_BACK_PELVIS	"Other and unspecified injuries of abdomen, lower back and pelvis"
ST19_OTHER_UNSPE_INJURI_ANKLE_FOOT	Other and unspecified injuries of ankle and foot
ST19_OTHER_UNSPE_INJURI_HEAD	Other and unspecified injuries of head
ST19_OTHER_UNSPE_INJURI_LOWER_LEG	Other and unspecified injuries of lower leg
ST19_OTHER_UNSPE_INJURI_NECK	Other and unspecified injuries of neck
ST19_OTHER_UNSPE_INJURI_SHOUL_UPPER_ARM	Other and unspecified injuries of shoulder and upper arm
ST19_OTHER_UNSPE_INJURI_THORAX	Other and unspecified injuries of thorax
ST19_OTHER_UNSPE_INJURI_WRIST_HAND	Other and unspecified injuries of wrist and hand
ST19_POISO_DRUGS_MEDICAM_BIOLO_SUBST	"Poisoning by drugs, medicaments and biological substances"
ST19_POISO_MEDICI	Poisoning by medicine
ST19_POISO_MEDICI_ADVERSE	"Poisoning by medicine, drug-induced"
ST19_POISO_NARCOT_PSYCHOD_HALLUCINOG	Poisoning by narcotics and psychodysleptics [hallucinogens]
ST19_POST_TRAU_WOUND_INFECTION_NOT_ELSEW_CLASSIFIED	"Post-traumatic wound infection, not elsewhere classified"
ST19_SEQUEL_INJURI_HEAD	Sequelae of injuries of head
ST19_SEQUEL_INJURI_LOWER_LIMB	Sequelae of injuries of lower limb
ST19_SEQUEL_INJURI_NECK_TRUNK	Sequelae of injuries of neck and trunk
ST19_SEQUEL_INJURI_POISO_OTHER_CONSE_EXTER_CAUSES	"Sequelae of injuries, of poisoning and of other consequences of external causes"
ST19_SEQUEL_INJURI_UPPER_LIMB	Sequelae of injuries of upper limb
ST19_SUPERF_FROST	Superficial frostbite
ST19_SUPERF_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Superficial injuries involving multiple body regions
ST19_SUPERF_INJURY_ABDOMEN_LOWER_BACK_PELVIS	"Superficial injury of abdomen, lower back and pelvis"
ST19_SUPERF_INJURY_ANKLE_FOOT	Superficial injury of ankle and foot
ST19_SUPERF_INJURY_FOREA	Superficial injury of forearm
ST19_SUPERF_INJURY_HEAD	Superficial injury of head
ST19_SUPERF_INJURY_HIP_THIGH	Superficial injury of hip and thigh
ST19_SUPERF_INJURY_LOWER_LEG	Superficial injury of lower leg
ST19_SUPERF_INJURY_NECK	Superficial injury of neck
ST19_SUPERF_INJURY_SHOUL_UPPER_ARM	Superficial injury of shoulder and upper arm
ST19_SUPERF_INJURY_THORAX	Superficial injury of thorax
ST19_SUPERF_INJURY_WRIST_HAND	Superficial injury of wrist and hand
ST19_TOXIC_EFFECT_ALCOHOL	Toxic effect of alcohol
ST19_TOXIC_EFFECT_CARBON_MONOX	Toxic effect of carbon monoxide
ST19_TOXIC_EFFECT_CONTACT_W_VENOMO_ANIMALS	Toxic effect of contact with venomous animals
ST19_TOXIC_EFFECT_ETHAN	Toxic effect of ethanol
ST19_TOXIC_EFFECT_OTHER_GASES_FUMES_VAPOU	"Toxic effect of other gases, fumes and vapours"
ST19_TOXIC_EFFECT_OTHER_UNSPE_SUBST	Toxic effect of other and unspecified substances
ST19_TOXIC_EFFEC_SUBST_CHIEF_NONME_SOURCE	Toxic effects of substances chiefly nonmedicinal as to source
ST19_TRAUMAT_AMPUT_WRIST_HAND	Traumatic amputation of wrist and hand
ST19_TRAUMAT_ISCHA_MUSCLE	Traumatic ischaemia of muscle
ST19_TRAUMAT_SUBAR_HAEMORRHAGE	Traumatic subarachnoid haemorrhage
ST19_TRAUMAT_SUBDU_HAEMORRHAGE	Traumatic subdural haemorrhage
STILL_ADULT	Adult-onset Still disease
SYSTSCLE_FG	Systemic sclerosis (FG)
SYSTSCLE_ICD10	"Systemic sclerosis, icd10"
SYSTSCLE_STRICT	"Systemic sclerosis,strict definition"
T1D	"Type1 diabetes, definitions combined"
T1D_ICD9_10	Sub-endpoint used in defining T1D endpoints
T1D_STRICT	"Type 1 diabetes, strict definition"
T1D_STRICT1	"Type 1 diabetes, strict definition, subgroup 1"
T1D_STRICT2	"Type 1 diabetes, strict definition, subgroup 2"
T1D_WIDE	"Type 1 diabetes, wide definition"
T1D_WIDE1	"Type 1 diabetes, wide definition, subgroup 1"
T1D_WIDE2	"Type 1 diabetes, wide definition, subgroup 2"
T2D	"Type 2 diabetes, definitions combined"
T2D_INCLAVO	"Type 2 diabetes, definitions combined, including avohilmo"
T2D_WIDE	"Type 2 diabetes, wide definition"
TBC_OTHER_ORGANS	Tuberculosis of other organs
TBC_RESP	Respiratory tuberculosis
TBC_RESP_CLIN	"Respiratory tuberculosis, not confirmed bacteriologically or histologically"
TBC_RESP_HISTOBACT	"Respiratory tuberculosis, bacteriologically and histologically confirmed"
TBC_RESP_ICD8	"Respiratory TBC, ICD-8 codes not specifying whether confirmed bacteriologically or histologically"
TEMPOROMANDIB	Temporomandibular joint disorders
THROMBOCYTAEMIA	Essential (haemorrhagic) thrombocythaemia
THYROIDITIS	Thyroiditis
THYROIDITIS_ILD	"Thyroiditis, ILD-related definition"
THYROID_DISORDER_IBD	"Disorders of thyroid, IBD co-morbidities"
THYROTOXICOSIS	Thyrotoxicosis
TONGUEABNORMALITY	Tongue abnormality
TRAUMBRAIN_NONCONCUS	"severe traumatic brain injury, does not include concussion"
TUBERCULOSIS	Tuberculosis
ULCERENTER	Ulcerative enterocolitis
ULCERILEO	Ulcerative ileocolitis
ULCERNAS	"Ulcerative colitis, NAS"
ULCEROTH	Other ulcerative colitis
ULCERPROCT	Ulcerative proctitis
ULCERRECT	Ulcerative rectosigmoiditis
ULCER_ARTHR	Arthropathy in ulcerative colitis
VD_MI	Vascular dementia (multiple infarctations)
VD_MX	Vascular dementia (mixed)
VD_SC	Vascular dementia (subcortical)
VD_U	Vascular dementia (undefined)
VIRALPNEUMOKNOWN	"Viral pneumonia (known virus, not influenza)"
VIRALPNEUMONAS	"Viral pneumonia (unknown virus, not influenza)"
VIT_DEF	Vitamin deficiency
VOCALCORDDYS	Vocal cord dysfunction
VWXY20_ACCIDENTS	Accidents
VWXY20_BLOOD_ALCOHOL_ALCOHOL_INTOX_LEVEL	Blood alcohol or alcohol intoxication level
VWXY20_COMPLICATIO_MEDICAL_SURGI_CARE	Complications of medical and surgical care
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_BLOOD_ALCOHOL_LEVEL	Evidence of alcohol involvement determined by blood alcohol level
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_LEVEL_INTOX	Evidence of alcohol involvement determined by level of intoxication
VWXY20_FALL_SAME_LEVEL	Fall on same level
VWXY20_FALL_SAME_LEVEL_INVOLVI_ICE_SNOW	Fall on same level involving ice and snow
VWXY20_OTHER_EXTER_CAUSES_ACCIDENTAL_INJURY	Other external causes of accidental injury
VWXY20_SEQUEL_EXTER_CAUSES_MORBIDI_MORTA	Sequelae of external causes of morbidity and mortality
VWXY20_SUICI_OTHER_INTENTI_SELF_H	Suicide or other Intentional self-harm
VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW	Supplementary factors related to causes of morbidity and mortality classified elsewhere
VWXY20_SURGI_OTHER_MEDICAL_PROCED_CAUSE_ABNORMAL_REACTION_PATIENT_COMPLICATION_WO_MENTION_MISAD_TIME_PROCED	"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
VWXY20_TRANSPO_ACCIDENTS	Transport accidents
VWXY20_TYPE_ACCIDENT	Type of accident
VWXY20_UNSPE_FALL	Unspecified fall
VWXY20_VAPAA_TAPATURMAT	!!!Vapaa-ajan tapaturmat
WEIGHTLOSS	Weight loss
WET_AMD	Wet age-related macular degeneration
Z21_ACQUI_ABSENCE_LIMB	Acquired absence of limb
Z21_ACQUI_ABSENCE_ORGANS_NOT_ELSEW_CLASSIFIED	"Acquired absence of organs, not elsewhere classified"
Z21_ADDIT_CODES_LOCAT_DEFECT_INJURY_ILLNE	"Additional codes for the location of defect, injury or illness"
Z21_ADJUS_MANAG_IMPLANTNTED_DEVICE	Adjustment and management of implanted device
Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE	Alcohol abuse counselling and surveillance
Z21_ANKLE_FOOT	Ankle and foot
Z21_ANTEN_SCREE	Antenatal screening
Z21_ARTIF_OPENI_STATUS	Artificial opening status
Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS	Asymptomatic human immunodeficiency virus [HIV] infection status
Z21_ATTN_ARTIF_OPENI	Attention to artificial openings
Z21_CARE_INVOLVI_DIALY	Care involving dialysis
Z21_CARE_INVOLVI_USE_REHAB_PROCED	Care involving use of rehabilitation procedures
Z21_CARRIER_INFECTIOUS_DISEA	Carrier of infectious disease
Z21_CONTACT_W_EXPOS_COMMUNICAB_DISEA	Contact with and exposure to communicable diseases
Z21_CONTRACEPTIVE_MANAG	Contraceptive management
Z21_CONVALESCENCE	Convalescence
Z21_COUNSELLI_RELATED_SEXUAL_ATTIT_BEHVI_ORIEN	"Counselling related to sexual attitude, behaviour and orientation"
Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED	"Dependence on enabling machines and devices, not elsewhere classified"
Z21_DESEN_ALLERGE	Desensitization to allergens
Z21_DONORS_ORGANS_TISSU	Donors of organs and tissues
Z21_EXAM_ENCOUNTER_ADMINISTR_PURPO	Examination and encounter for administrative purposes
Z21_EXAM_OBSER_OTH_REASO	Examination and observation for other reasons
Z21_FAMILY_HISTORY_CERTA_DISABILITI_CHRONIC_DISEA_LEADI_DISABL	Family history of certain disabilities and chronic diseases leading to disablement
Z21_FAMILY_HISTORY_MALIG_NEOPLASM	Family history of malignant neoplasm
Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD	Family history of other specific disorders
Z21_FIT_ADJ_OTH_DEVICES	Fitting and adjustment of other devices
Z21_FOLLOW__CARE_INVOLVI_PLASTIC_SURGE	Follow-up care involving plastic surgery
Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS	Follow-up examination after treatment for conditions other than malignant neoplasms
Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS	Follow-up examination after treatment for malignant neoplasms
Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	General examination and investigation of persons without complaint and reported diagnosis
Z21_LUNG_TRANSPLANT_STATUS	Lung transplant status
Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI	Medical observation and evaluation for suspected diseases and conditions
Z21_NEED_IMMUNI_OTH_SINGLE_VIRAL_DISEA	Need for immunization against other single viral diseases
Z21_OCCUPAT_EXPOS_RISK_	Occupational exposure to risk-factors
Z21_OTHER_MEDICAL_CARE	Other medical care
Z21_OTHER_ORTHOPA_FOLLOW__CARE	Other orthopaedic follow-up care
Z21_OTHER_POSTS_STATES	Other postsurgical states
Z21_OTHER_PROBL_RELATED_PRIMARY_SUPPORT_GROUP_INCLU_FAMILY_CIRCUMSTANC	"Other problems related to primary support group, including family circumstances"
Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS	Other special examinations and investigations of persons without complaint or reported diagnosis
Z21_OTHER_SURGI_FOLLOW__CARE	Other surgical follow-up care
Z21_OUTCO_DELIV	Outcome of delivery
Z21_PERSONAL_HISTORY_CERTA_OTH_DISEA	Personal history of certain other diseases
Z21_PERSONAL_HISTORY_MALIG_NEOPLASM	Personal history of malignant neoplasm
Z21_PERSONAL_HISTORY_OTH_DISEA_CONDI	Personal history of other diseases and conditions
Z21_PERSONAL_HISTORY_RISK__NOT_ELSEW_CLASSIFIED	"Personal history of risk-factors, not elsewhere classified"
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_CIRCUMSTANC_RELATED_REPRODUCTION	Persons encountering health services in circumstances related to reproduction
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_EXAM_INVES	Persons encountering health services for examination and investigation
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC1	Persons encountering health services in other circumstances
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC2	Persons encountering health services in other circumstances
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_COUNSELLI_MEDICAL_ADVICE_NOT_ELSEW_CLASSIFIED	"Persons encountering health services for other counselling and medical advice, not elsewhere classified"
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE	Persons encountering health services for specific procedures and health care
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_NOT_CARRIED	"Persons encountering health services for specific procedures, not carried out"
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_COMMUNICAB_DISEA	Persons with potential health hazards related to communicable diseases
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_FAMILY_PERSONAL_HISTORY_CERTA_CONDI_INFLUENCI_HEALTH_STATUS	Persons with potential health hazards related to family and personal history and certain conditions influencing health status
Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_SOCIO_PSYCHOSO_CIRCUMSTANC	Persons with potential health hazards related to socioeconomic and psychosocial circumstances
Z21_POSTPA_CARE_EXAMI	Postpartum care and examination
Z21_PREGNAC_EXAM_TEST	Pregnancy examination and test
Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS	Presence of cardiac and vascular implants and grafts
Z21_PRESENCE_OTH_DEVICES	Presence of other devices
Z21_PRESENCE_OTH_FUNCTIONAL_IMPLANTNTS	Presence of other functional implants
Z21_PROBL_RELATED_CARE__DEPENDENCY	Problems related to care-provider dependency
Z21_PROBL_RELATED_CERTA_PSYCHOSO_CIRCUMSTANC	Problems related to certain psychosocial circumstances
Z21_PROBL_RELATED_EMPLO_UNEMP	Problems related to employment and unemployment
Z21_PROBL_RELATED_HOUSI_ECONO_CIRCUMSTANC	Problems related to housing and economic circumstances
Z21_PROBL_RELATED_LIFESTYLE	Problems related to lifestyle
Z21_PROBL_RELATED_LIFE_M_DIFFICULTY	Problems related to life-management difficulty
Z21_PROBL_RELATED_MEDICAL_FACILITI_OTH_HEALTH_CARE	Problems related to medical facilities and other health care
Z21_PROBL_RELATED_NEGAT_LIFE_EVENTS_CHILDH	Problems related to negative life events in childhood
Z21_PROBL_RELATED_OTH_PSYCHOSO_CIRCUMSTANC	Problems related to other psychosocial circumstances
Z21_PROBL_RELATED_PHYSIC_ENVIRONMENT	Problems related to physical environment
Z21_PROBL_RELATED_SOCIAL_ENVIRONMENT	Problems related to social environment
Z21_PROCED_PURPO_OTH_REMED_HEALTH_STATE	Procedures for purposes other than remedying health state
Z21_PROCREATIVE_MANAG	Procreative management
Z21_ROUTI_GENERAL_HEALTH_CHECK_DEFIN_SUBPO	Routine general health check-up of defined subpopulation
Z21_SHOUL_REGION	Shoulder region
Z21_SPECIAL_SCREEN_EXAM_INFECTIOUS_PARASITIC_DISEA	Special screening examination for infectious and parasitic diseases
Z21_SPECIAL_SCREEN_EXAM_NEOPLASMS	Special screening examination for neoplasms
Z21_SPECIAL_SCREEN_EXAM_OTH_DISEA_DISORD	Special screening examination for other diseases and disorders
