phenocode	name	n_cases	n_controls	path_bucket	path_https
I9_LBBB	Left bundle-branch block	582	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_LBBB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_LBBB.gz
I9_LYMPHADE	Nonspesific lymphadenitis	806	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_LYMPHADE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_LYMPHADE.gz
I9_LYMPHOTH	Other noninfective disordersof lymphatic vessels and lymph nodes	301	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_LYMPHOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_LYMPHOTH.gz
I9_MI	Myocardial infarction	10003	152621	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_MI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_MI.gz
I9_MI_STRICT	Myocardial infarction, strict	9145	152621	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_MI_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_MI_STRICT.gz
I9_MYOCARD	Myocarditis	626	97214	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_MYOCARD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_MYOCARD.gz
I9_NONISCHCARDMYOP	Non-ischemic cardiomyopathy	8300	143233	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_NONISCHCARDMYOP.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_NONISCHCARDMYOP.gz
I9_NONISCHCARDMYOP_STRICT	Nonischemic cardiomyopathy	653	150661	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_NONISCHCARDMYOP_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_NONISCHCARDMYOP_STRICT.gz
I9_NONRHEVALV	Non-rheumatic valve diseases	7440	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_NONRHEVALV.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_NONRHEVALV.gz
I9_OTH	Other CVD	1721	175178	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTH.gz
I9_OTHANEUR	Other aneurysm	444	167843	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHANEUR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHANEUR.gz
I9_OTHARR	Other arrhytmias	10101	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHARR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHARR.gz
I9_OTHHEART	Other heart diseases	46991	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHHEART.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHHEART.gz
I9_OTHILLHEART	Other or ill-defined heart diseases	583	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHILLHEART.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHILLHEART.gz
I9_OTHINTRACRA	Other intracranial haemorrhages	230	165040	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHINTRACRA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHINTRACRA.gz
I9_OTHOTH	Other other unspecified disorders of the circulatory system	340	175178	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHOTH.gz
I9_OTHPER	Other peripheral vascular diseases	799	167843	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHPER.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_OTHPER.gz
I9_PAD	Peripheral artery disease	5323	167843	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PAD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PAD.gz
I9_PAROXTAC	Paroxysmal tachycardia	3667	97214	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PAROXTAC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PAROXTAC.gz
I9_PERICAOTH	Other diseases of pericardium	307	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PERICAOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PERICAOTH.gz
I9_PERICARD	Pericarditis	379	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PERICARD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PERICARD.gz
I9_PERIPH	Peripheral artery operations in Hilmo	1254	167843	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PERIPH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PERIPH.gz
I9_PHLETHROM	Phlebitis and thrombophlebitis (not including DVT)	2506	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PHLETHROM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PHLETHROM.gz
I9_PHLETHROMBDVTLOW	DVT of lower extremities	3592	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PHLETHROMBDVTLOW.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PHLETHROMBDVTLOW.gz
I9_POSTAMI	Status post-ami	1141	152621	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_POSTAMI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_POSTAMI.gz
I9_PROGVASC	Progressive vascular leukoencephalopathy	196	165040	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PROGVASC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PROGVASC.gz
I9_PULMEMB	Pulmonary embolism	3016	173597	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PULMEMB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PULMEMB.gz
I9_PULMHEART	Pulmonary heart disease, diseases of pulmonary circulation	3302	173597	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PULMHEART.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PULMHEART.gz
I9_PULMOTHHD	Other pulmonary heart/vessel disease	363	173597	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PULMOTHHD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PULMOTHHD.gz
I9_PVT	Portal vein thrombosis	110	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_PVT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_PVT.gz
I9_RBBB	Right bundle-branch block	314	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_RBBB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_RBBB.gz
I9_REVASC	Coronary revascularization (ANGIO or CABG)	9971	152621	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_REVASC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_REVASC.gz
I9_RHEUFEV	Rheumatic fever incl heart disease	462	176437	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_RHEUFEV.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_RHEUFEV.gz
I9_RHEUVALV	Rheumatic valve diseases	334	176437	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_RHEUVALV.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_RHEUVALV.gz
I9_SAH	Subarachnoid haemmorrhage	1019	163508	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_SAH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_SAH.gz
I9_SAHANEUR	Aneurysms, operations, SAH	1582	165040	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_SAHANEUR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_SAHANEUR.gz
I9_SECONDRIGHT	Secondary right heart disease	315	173597	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_SECONDRIGHT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_SECONDRIGHT.gz
I9_SEQULAE	Sequelae of cerebrovascular disease	3520	165040	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_SEQULAE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_SEQULAE.gz
I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	147	165040	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_STENOSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_STENOSIS.gz
I9_STR	Stroke, excluding SAH	8877	163535	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_STR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_STR.gz
I9_STR_EXH	Ischaemic Stroke, excluding all haemorrhages	8046	164286	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_STR_EXH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_STR_EXH.gz
I9_STR_SAH	Stroke, including SAH	9592	162861	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_STR_SAH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_STR_SAH.gz
I9_THROMBOTH	Other embolism and thrombosis	1416	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_THROMBOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_THROMBOTH.gz
I9_TIA	Transient ischemic attack	6729	164286	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_TIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_TIA.gz
I9_UAP	Unstable angina pectoris	5774	160163	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_UAP.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_UAP.gz
I9_VALVES	Valvular operations	26015	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VALVES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VALVES.gz
I9_VARICVE	Varicose veins	13928	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VARICVE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VARICVE.gz
I9_VARICVEOES	Oesophageal varices	340	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VARICVEOES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VARICVEOES.gz
I9_VARICVESOTH	Varicose veins of other sites	865	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VARICVESOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VARICVESOTH.gz
I9_VASCDEM	Vascular dementia	706	171075	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VASCDEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VASCDEM.gz
I9_VASCINT	Vascular diseases of the intestine	306	167843	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VASCINT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VASCINT.gz
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	458	170687	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VASCSYND.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VASCSYND.gz
I9_VEINSOTH	Other disorders of veins	4588	153951	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VEINSOTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VEINSOTH.gz
I9_VHD	Valvular heart disease including rheumatic fever	27684	129908	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VHD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VHD.gz
I9_VTE	Venous thromboembolism	6913	169986	gs://finngen-public-data-r4/summary_stats/finngen_R4_I9_VTE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_I9_VTE.gz
IBD_VIRAL_HEPATITIS	Viral hepatitis, IBD co-morbidity	712	54876	gs://finngen-public-data-r4/summary_stats/finngen_R4_IBD_VIRAL_HEPATITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_IBD_VIRAL_HEPATITIS.gz
ILD	Interstitial lung disease	1458	160295	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD.gz
ILD_COMORB	ILD-related co-morbidities	85919	90980	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_COMORB.gz
ILD_CVDMETABOCOMORB	ILD Co-morbidites, CVD and metabolic diseases	62257	90980	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_CVDMETABOCOMORB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_CVDMETABOCOMORB.gz
ILD_DIFF_DG	ILD differential diagnosis	63213	113686	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_DIFF_DG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_DIFF_DG.gz
ILD_ENDPOINTS	Interstitial lung disease endpoints	16604	160295	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_ENDPOINTS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_ENDPOINTS.gz
ILD_HOSPITAL	ILD, hospital admissions	1427	175472	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL.gz
ILD_HOSPITAL_MAIN	ILD, hospital admissions 1, main diag only	1272	175627	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL_MAIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL_MAIN.gz
ILD_HOSPITAL_PNEUMONIA_SEPSIS	ILD, hospital admissions 3, with pneumonia sepsis	695	131682	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL_PNEUMONIA_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL_PNEUMONIA_SEPSIS.gz
ILD_HOSPITAL_PULM_INFECT	ILD, hospital admission 2, with pulmonary infections	828	131682	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL_PULM_INFECT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_HOSPITAL_PULM_INFECT.gz
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency	3614	173285	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_INSUFFICIENCY.gz
ILD_SYST_AUTO	ILD related to systemic autoimmune disease	301	160295	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_SYST_AUTO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_SYST_AUTO.gz
ILD_SYST_AUTO_DISEASES	Autoimmune diseases related-to ILD	15447	160295	gs://finngen-public-data-r4/summary_stats/finngen_R4_ILD_SYST_AUTO_DISEASES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_ILD_SYST_AUTO_DISEASES.gz
INFLUENZA	All influenza (not pneumonia)	1913	154769	gs://finngen-public-data-r4/summary_stats/finngen_R4_INFLUENZA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_INFLUENZA.gz
INV_VENT	Invasive ventilation	444	171974	gs://finngen-public-data-r4/summary_stats/finngen_R4_INV_VENT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_INV_VENT.gz
IPF	Idiopathic pulmonary fibrosis (attempt to specificity)	795	160295	gs://finngen-public-data-r4/summary_stats/finngen_R4_IPF.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_IPF.gz
J10_ABSCLUNGPNEUMO	Abscess of lung	110	176442	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ABSCLUNGPNEUMO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ABSCLUNGPNEUMO.gz
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	1762	169210	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ACUTELOWERNAS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ACUTELOWERNAS.gz
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	13802	148969	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ACUTEUPPERINFEC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ACUTEUPPERINFEC.gz
J10_ARDS	Adult respiratory distress syndrome	108	175093	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ARDS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ARDS.gz
J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres	185	175512	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ASBESTPNEUMOC.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ASBESTPNEUMOC.gz
J10_ASTHMA	Asthma	15926	113428	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA.gz
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)	15279	152176	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMACOPDKELA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMACOPDKELA.gz
J10_ASTHMA_EXMORE	Asthma (more controls excluded)	15926	110120	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA_EXMORE.gz
J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	13531	113428	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA_MAIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA_MAIN.gz
J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more controls excluded)	13531	110120	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA_MAIN_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_ASTHMA_MAIN_EXMORE.gz
J10_BRONCH	Bronchitis, not specified as acute or chronic	1294	152176	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCH.gz
J10_BRONCHIECTASIS	Bronchiectasis	815	152176	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHIECTASIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHIECTASIS.gz
J10_BRONCHIOLITIS	Acute bronchiolitis	652	169210	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHIOLITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHIOLITIS.gz
J10_BRONCHITIS	Acute bronchitis	5600	169210	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHITIS.gz
J10_BRONCHNAS	Unspecified chronic bronchitis	368	152176	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHNAS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_BRONCHNAS.gz
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis	1611	136923	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONLARYNGITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONLARYNGITIS.gz
J10_CHRONRHINITIS	Chronic rhinitsi, nasopharyngitis and pharyngitis	4097	136923	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONRHINITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONRHINITIS.gz
J10_CHRONSINUSITIS	Chronic sinusitis	6579	136923	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONSINUSITIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONSINUSITIS.gz
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	19389	136923	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONTONSADEN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_CHRONTONSADEN.gz
J10_COLD	Acute nasopharyngitis(common cold)	1841	148969	gs://finngen-public-data-r4/summary_stats/finngen_R4_J10_COLD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_J10_COLD.gz
