query	term	label	source	quality	action
Pneumonia due to other infectious organisms, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumonia due to Streptococcus pneumoniae	http://www.ebi.ac.uk/efo/EFO_0000772	Pneumonia due to Streptococcus pneumoniae	Zooma API lookup	match	
Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumothorax	http://purl.obolibrary.org/obo/MONDO_0002076	pneumothorax (disease)	EFO OBO	match	
Pulmonary eosinophilia, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease	OLS API EFO lookup	fuzzy	check if valid
Pulmonary oedema	http://www.ebi.ac.uk/efo/EFO_1001134	pulmonary edema	EFO OBO	match	
Pyothorax	http://www.ebi.ac.uk/efo/EFO_0009680	pleural empyema	EFO OBO	match	
Respiratory conditions due to other external agents					
Other respiratory disorders and diseases	http://www.ebi.ac.uk/efo/EFO_1001840	respiratory paralysis	OLS API EFO lookup	fuzzy	check if valid
Diseases of the respiratory system					
Other diseases of the respiratory system					
Deviated nasal septum					
Simple and mucoplurulent chronic bronchitis					
Acute sinusitis	http://www.ebi.ac.uk/efo/EFO_0007486	Acute sinusitis	Zooma API lookup	match	
Other and unspecified tonssillitis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other diseases of upper respiratory tract	http://purl.obolibrary.org/obo/MONDO_0004867	upper respiratory tract disease	OLS API EFO lookup	fuzzy	check if valid
Acute upper respiratory infections	http://purl.obolibrary.org/obo/HP_0002788	Recurrent upper respiratory tract infections	OLS API EFO lookup	fuzzy	check if valid
Vasomotor and allergic rhinitis					
Viral pneumonia	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	EFO OBO	match	
Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified					
Pain in joint	http://www.ebi.ac.uk/efo/EFO_1001054	myofascial pain syndrome	OLS API EFO lookup	fuzzy	check if valid
Juvenile arthritis (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_1001999	systemic juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Abscess of anal and rectal regions	http://purl.obolibrary.org/obo/HP_0005224	Abscess of anal and rectal regions	Zooma API lookup	match	
Achalasia of cardia	http://www.orpha.net/ORDO/Orphanet_929	Achalasia - microcephaly	OLS API EFO lookup	fuzzy	check if valid
Acute gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis	EFO OBO	match	
Acute pancreatitis	http://www.ebi.ac.uk/efo/EFO_1000652	acute pancreatitis	EFO OBO	match	
Intestinal adhesions without obstruction	http://purl.obolibrary.org/obo/MONDO_0004565	intestinal obstruction	OLS API EFO lookup	fuzzy	check if valid
Alcoholic gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis	OLS API EFO lookup	fuzzy	check if valid
Alcoholic liver disease	http://www.ebi.ac.uk/efo/EFO_0008573	alcoholic liver disease	EFO OBO	match	
Acute appendicitis	http://www.ebi.ac.uk/efo/EFO_0007149	appendicitis	EFO OBO	match	
Diseases of appendix	http://www.ebi.ac.uk/efo/EFO_1000088	Appendix Adenocarcinoma	OLS API EFO lookup	fuzzy	check if valid
Other appendicitis	http://www.ebi.ac.uk/efo/EFO_0007149	appendicitis	OLS API EFO lookup	fuzzy	check if valid
Barret oesophagus					
Other diseases of biliary tract	http://purl.obolibrary.org/obo/MONDO_0003060	biliary tract cancer	OLS API EFO lookup	fuzzy	check if valid
Crohn disease (Juha's strict definition, all UC cases excluded)	http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	OLS API EFO lookup	fuzzy	check if valid
Crohn disease (Aki's strict definition, require KELA)	http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	OLS API EFO lookup	fuzzy	check if valid
Crohn disease (Aki's strict definition, require KELA, min 2 HDR)	http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	OLS API EFO lookup	fuzzy	check if valid
Cholangitis (primary sclerosing, PSC)	http://www.ebi.ac.uk/efo/EFO_0004268	sclerosing cholangitis	OLS API EFO lookup	fuzzy	check if valid
Chlocystitis					
Cholelithiasis	http://www.ebi.ac.uk/efo/EFO_0004799	cholelithiasis	EFO OBO	match	
Chronic gastritis	http://www.ebi.ac.uk/efo/EFO_0000337	chronic gastritis	EFO OBO	match	
Chronic hepatitis, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease	OLS API EFO lookup	fuzzy	check if valid
Chronic pancreatitis	http://www.ebi.ac.uk/efo/EFO_0000342	chronic pancreatitis	EFO OBO	match	
Coeliac disease	http://www.ebi.ac.uk/efo/EFO_0001060	celiac disease	EFO OBO	match	
Crohn disease	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn disease	Zooma API lookup	match	
Diaphragmatic hernia	http://www.ebi.ac.uk/efo/EFO_0008561	diaphragmatic hernia	EFO OBO	match	
Other diseases of liver	http://www.ebi.ac.uk/efo/EFO_0001421	Other diseases of liver	Zooma API lookup	match	
Disorders of oesophagus in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Diverticular disease of intestine	http://www.ebi.ac.uk/efo/EFO_1001460	Diverticular disease of intestine	Zooma API lookup	match	
Duodenal ulcer	http://www.ebi.ac.uk/efo/EFO_0004607	duodenal ulcer	EFO OBO	match	
Noninfective enteritis and colitis	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
Femoral hernia	http://www.ebi.ac.uk/efo/EFO_1001791	femoral hernia	EFO OBO	match	
Fibrosis and chirrhosis of liver					
Fissure and fistula of anal and rectal regions	http://purl.obolibrary.org/obo/HP_0012390	Fissure and fistula of anal and rectal regions	Zooma API lookup	match	
Functional dyspepsia	http://www.ebi.ac.uk/efo/EFO_0008533	dyspepsia	OLS API EFO lookup	fuzzy	check if valid
Disorders of gallbladder, biliary tract and pancreas	http://www.orpha.net/ORDO/Orphanet_183548	Genetic visceral malformation of the liver, biliary tract, pancreas or spleen	OLS API EFO lookup	fuzzy	check if valid
Other diseases of gallbladder					
Gastroduodenal ulcer					
GI-bleeding	http://purl.obolibrary.org/obo/HP_0002239	Gastrointestinal hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Gastrointestinal diseases					
Gastric ulcer	http://www.ebi.ac.uk/efo/EFO_0009454	gastric ulcer	EFO OBO	match	
Haemmorrhoids and perianal venous thrombosis					
Hepatic failure, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0001399	Hepatic failure	OLS API EFO lookup	fuzzy	check if valid
Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	inguinal hernia	Zooma API lookup	match	
Hernia	http://purl.obolibrary.org/obo/HP_0100790	Hernia	OLS API EFO lookup	match	
Inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	inflammatory bowel disease	EFO OBO	match	
Inflammatory bowel disease, strict (require KELA)	http://www.ebi.ac.uk/efo/EFO_0003767	inflammatory bowel disease	OLS API EFO lookup	fuzzy	check if valid
Irritable bowel syndrome	http://www.ebi.ac.uk/efo/EFO_0000555	irritable bowel syndrome	EFO OBO	match	
Paralytic ileus and intestinal obstruction	http://purl.obolibrary.org/obo/HP_0004401	Meconium ileus	OLS API EFO lookup	fuzzy	check if valid
Other diseases of intestines	http://www.ebi.ac.uk/efo/EFO_0009431	Other diseases of intestine	Zooma API lookup	match	
Intussusception	http://purl.obolibrary.org/obo/HP_0002576	Intussusception	OLS API EFO lookup	match	
Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
IBD patients in KELA-register	http://www.ebi.ac.uk/efo/EFO_1001994	Scleroderma Polymyositis Overlap Syndrome	OLS API EFO lookup	fuzzy	check if valid
UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)					
Diseases of liver	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease	OLS API EFO lookup	fuzzy	check if valid
Intestinal malabsorbtion	http://www.ebi.ac.uk/efo/EFO_0005632	intestinal necrosis	OLS API EFO lookup	fuzzy	check if valid
Oesophagitis	http://purl.obolibrary.org/obo/HP_0100633	Oesophagitis	Zooma API lookup	match	
Oesophageal obstruction	http://www.ebi.ac.uk/efo/EFO_1000908	duodenal obstruction	OLS API EFO lookup	fuzzy	check if valid
Diseases of oesophagus, stomach and duodenum					
Ulcer of oesophagus					
Other and unspecified abdominal hernia	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other diseases of anus and rectum	http://www.ebi.ac.uk/efo/EFO_0009685	Other diseases of anus and rectum	Zooma API lookup	match	
Other diseases of the digestive system					
Other diseases of the digestive system					
Other diseases of oesophagus					
Other diseases of stomach and duodenum					
Other noninfective gastroenteritis and colitis	http://www.ebi.ac.uk/efo/EFO_1001463	gastroenteritis	OLS API EFO lookup	fuzzy	check if valid
Other functional intestinal disroders					
Other gastritis (incl. Duodenitis)	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis	OLS API EFO lookup	fuzzy	check if valid
Other or unspecified ileus, impaction or obstruction	http://purl.obolibrary.org/obo/MONDO_0004567	ileus	OLS API EFO lookup	fuzzy	check if valid
Other inflammatory liver diseases	http://www.ebi.ac.uk/efo/EFO_0001421	Other inflammatory liver diseases	Zooma API lookup	match	
Other diseases of intestine	http://www.ebi.ac.uk/efo/EFO_0009431	Other diseases of intestine	Zooma API lookup	match	
Other diseases of peritoneum					
Other diseases of pancreas	http://www.ebi.ac.uk/efo/EFO_0009605	Other diseases of pancreas	Zooma API lookup	match	
Paralytic ileus	http://purl.obolibrary.org/obo/HP_0002590	Paralytic ileus	OLS API EFO lookup	match	
Diseases of peritoneum					
Acute peritonitis					
Postprocedural disorders of digestive system, not elsewhere classified					
Gastro-oesophageal reflux disease	http://www.ebi.ac.uk/efo/EFO_0003948	Gastro oesophageal reflux disease	Zooma API lookup	match	
KELA_REIMBURSEMENT_202					
Toxic liver disease	http://www.ebi.ac.uk/efo/EFO_0004228	drug-induced liver injury	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis (Juha's strict definition, all Crohn cases excluded)	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis (Aki's strict definition, require KELA)	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis (Aki's strict definition, require KELA, min 2 HDR)	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	EFO OBO	match	
Umbilical hernia	http://purl.obolibrary.org/obo/HP_0001537	umbilical hernia	Zooma API lookup	match	
Vascular disorders of the intestines	http://purl.obolibrary.org/obo/MONDO_0003159	vascular hemostatic disease	OLS API EFO lookup	fuzzy	check if valid
Ventral hernia	http://www.ebi.ac.uk/efo/EFO_1001866	ventral hernia	EFO OBO	match	
Volvulus	http://www.ebi.ac.uk/efo/EFO_1000989	intestinal volvulus	OLS API EFO lookup	match	
Diabetes, insuline treatment (Kela reimbursement)	http://www.ebi.ac.uk/efo/EFO_0004996	type 1 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Diabetes, insuline treatment (Kela reimbursement) (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_1001511	monogenic diabetes	OLS API EFO lookup	fuzzy	check if valid
Gonarthrosis [arthrosis of knee](FG)					
Alcohol abuse, main dg	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
Alcohol abuse, main dg (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
Anxiety disorders	http://www.ebi.ac.uk/efo/EFO_0006788	anxiety disorder	EFO OBO	match	
Anxiety disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0006788	anxiety disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder, or suicide (or attempt)	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder, or suicide (or attempt) (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders	http://www.ebi.ac.uk/efo/EFO_0010642	Neurodevelopmental disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0010642	Neurodevelopmental disorder	OLS API EFO lookup	fuzzy	check if valid
Autism spe	http://www.ebi.ac.uk/efo/EFO_0003758	autism	OLS API EFO lookup	fuzzy	check if valid
Autism spe (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0003758	autism	OLS API EFO lookup	fuzzy	check if valid
Behavioural disorders	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Behavioural disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Emotional disorders starting during childhood or adolecense	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Emotional disorders starting during childhood or adolecense (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Other disorders starting during childhood or adolecense	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Other disorders starting during childhood or adolecense (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Mixed disorders of conduct and emotions					
Mixed disorders of conduct and emotions (more controls excluded)					
Any dementia	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Any dementia (more controls excluded)	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Wide developmental disorders	http://www.ebi.ac.uk/efo/EFO_0003852	developmental disability	OLS API EFO lookup	fuzzy	check if valid
Wide developmental disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0003852	developmental disability	OLS API EFO lookup	fuzzy	check if valid
KRA_PSY_EATING					
KRA_PSY_EATING (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0007339	late congenital syphilis	OLS API EFO lookup	fuzzy	check if valid
Hyperkinetic disorders	http://www.ebi.ac.uk/efo/EFO_0003888	attention deficit hyperactivity disorder	OLS API EFO lookup	fuzzy	check if valid
Hyperkinetic disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0003888	attention deficit hyperactivity disorder	OLS API EFO lookup	fuzzy	check if valid
Mental retardation	http://www.ebi.ac.uk/efo/EFO_0003847	mental retardation	EFO OBO	match	
Mental retardation (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0009152	mental retardation, autosomal dominant 52	OLS API EFO lookup	fuzzy	check if valid
Mood disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	EFO OBO	match	
Mood disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	OLS API EFO lookup	fuzzy	check if valid
Personality disorders					
Personality disorders (more controls excluded)					
Mental and behabioural disorders of puerperum, not classified elsewhere					
Mental and behabioural disorders of puerperum, not classified elsewhere (more controls excluded)					
Schizophrenia or delusion	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	OLS API EFO lookup	fuzzy	check if valid
Schizophrenia or delusion (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	OLS API EFO lookup	fuzzy	check if valid
Nonorganic sleeping disorders	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Nonorganic sleeping disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Speech and linguistic disorders	http://www.ebi.ac.uk/efo/EFO_0004336	speech perception	OLS API EFO lookup	fuzzy	check if valid
Speech and linguistic disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0004336	speech perception	OLS API EFO lookup	fuzzy	check if valid
Substance abuse	http://purl.obolibrary.org/obo/MONDO_0002491	substance abuse	EFO OBO	match	
Substance abuse (more controls excluded)	http://purl.obolibrary.org/obo/MONDO_0002491	substance abuse	OLS API EFO lookup	fuzzy	check if valid
Cutaneous abscess, furuncle and carbuncle	http://purl.obolibrary.org/obo/HP_0031292	Cutaneous abscess furuncle and carbuncle	Zooma API lookup	match	
Acne	http://www.ebi.ac.uk/efo/EFO_0003894	acne	EFO OBO	match	
Acne vulgaris	http://www.ebi.ac.uk/efo/EFO_0003894	acne	EFO OBO	match	
Actinic keratosis	http://www.ebi.ac.uk/efo/EFO_0002496	actinic keratosis	EFO OBO	match	
Alergic contact dermatitis	http://www.ebi.ac.uk/efo/EFO_0005319	contact dermatitis	OLS API EFO lookup	fuzzy	check if valid
Alopecia areata	http://www.orpha.net/ORDO/Orphanet_79364	Alopecia	EFO OBO	match	
